continent,year,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Asia,1977,2489872409,0,115.394,0.046,4046.414,244.665,6.436,1.625,0.554,0.33,1743.941,0.7,0,0,0,1434.483,63096.172,215322.984,36491.574,2174.852,1996.442,196258.906,20484.432,514.388,5138.693,0,225.91,0.091,194.024,0.078,0,0,2221.337,0.892,0,0,0,0,1730.729,0.695,0.015,36.415,12794.689,31.115,21.869,27.329,27.174,21.637,11.601,20.183,10.845,42.417,5.064,37.204,13.19,56.032,59.225,7.948,50.403,19.574,73.283,0,0,0,0
Asia,1978,2536783728,0,130.955,0.052,4227.558,181.144,4.477,1.667,0.544,0.322,1821.9,0.718,0,0,0,1565.438,67323.734,221712.547,38313.477,2401.987,2209.394,198427.094,22281.543,551.895,5396.454,0,227.134,0.09,212.952,0.084,0,0,2168.209,0.855,0,0,0,0,1797.112,0.708,0.015,37.506,13689.636,33.179,22.16,27.422,27.893,22.285,11.959,20.338,11.17,43.534,5.264,37.317,13.548,56.949,58.217,8.35,51.338,19.621,73.432,0,0,0,0
Asia,1979,2584916791,0,134.347,0.052,4401.187,173.628,4.107,1.703,0.543,0.318,1894.84,0.733,0,0,0,1699.786,71724.914,228021.734,40208.312,2595.672,2452.881,200340.406,24177.844,590.422,5594.115,0,193.685,0.075,243.487,0.094,0,0,1913.304,0.74,0,0,0,0,1896.3,0.734,0.015,38.527,14460.322,33.597,22.434,26.646,27.701,22.894,12.312,20.472,11.493,44.162,5.492,37.391,13.916,57.795,53.782,9.055,47.132,20.442,73.436,0,0,0,0
Asia,1980,2635334410,0,138.094,0.052,4395.949,-5.237,-0.119,1.668,0.493,0.304,1939.028,0.736,0,0,0,1837.88,76120.867,234372.828,42147.344,2763.631,2731.964,202300.859,26014.043,626.008,5501.145,0,167.959,0.064,279.083,0.106,0,0,1960.46,0.744,0,0,0,0,1836.199,0.697,0.014,35.586,14497.356,34.299,22.542,26.927,27.605,23.481,12.643,20.606,11.81,44.618,5.761,37.471,14.239,58.518,53.079,10.119,47.996,20.512,73.827,0,0,0,0
Asia,1981,2687793098,0,142.971,0.053,4369.496,-26.454,-0.602,1.626,0.472,0.298,1978.359,0.736,0,0,0,1980.851,80490.367,241337.797,44125.699,2879.485,3032.433,204901.312,27811.756,660.137,5474.737,0,115.854,0.043,300.469,0.112,0,0,2600.451,0.968,0,0,0,0,1797.714,0.669,0.013,34.129,14714.961,35.499,22.954,29.729,28.243,24.069,12.959,20.79,12.127,44.774,6.039,37.647,14.543,59.128,48.85,10.753,59.212,21.025,73.125,0,0,0,0
Asia,1982,2742593626,0,149.596,0.055,4519.137,149.641,3.425,1.648,0.468,0.302,2121.362,0.773,0,0,0,2130.447,85009.5,248532.047,46247.062,2996.241,3316.981,207581.469,29623.006,695.762,5487.919,0,116.757,0.043,284.549,0.104,0,0,2680.143,0.977,0,0,0,0,1811.248,0.66,0.013,35.625,15051.132,37.312,23.93,30.885,29.767,24.684,13.283,20.989,12.465,44.943,6.265,37.833,14.842,59.904,49.562,10.418,60.789,21.704,79.142,0,0,0,0
Asia,1983,2797881469,0,159.821,0.057,4701.174,182.037,4.028,1.68,0.464,0.298,2229.77,0.797,0,0,0,2290.268,89710.672,256435.688,48476.832,3099.59,3608.042,210788.828,31501.814,734.128,5670.127,0,103.348,0.037,291.06,0.104,0,0,3207.356,1.146,0,0,0,0,1878.809,0.672,0.014,38.366,15864.343,38.992,24.735,33.193,30.486,25.333,13.613,21.229,12.814,45.055,6.477,38.084,15.156,60.685,48.555,10.544,66.752,22.744,79.485,0,0,0,0
Asia,1984,2853170213,0,169.347,0.059,4975.358,274.184,5.832,1.744,0.464,0.292,2429.776,0.852,0,0,0,2459.614,94686.031,265447.031,50906.613,3173.075,3982.506,214831.859,33388.426,775.802,6003.673,0,73.486,0.026,374.464,0.131,0,0,4043.041,1.417,0,0,0,0,1886.611,0.661,0.015,41.674,17129.502,40.542,25.301,36.088,31.684,26.005,13.952,21.53,13.189,44.904,6.783,38.446,15.445,61.476,39.35,12.439,76.196,22.652,79.78,0,0,0,0
Asia,1985,2909856492,0,179.281,0.062,5266.603,291.245,5.854,1.81,0.47,0.27,2656.944,0.913,0,0,0,2638.896,99952.633,274284.594,53563.555,3236.869,4397.983,218409.281,35294.676,820.658,6884.637,0,63.793,0.022,415.477,0.143,0,0,3577.42,1.229,0,0,0,0,1906.251,0.655,0.015,44.857,20033.307,42.406,25.911,34.785,32.331,26.706,14.3,21.798,13.588,44.66,7.112,38.734,15.721,62.301,35.158,13.311,70.416,22.893,81.156,0,0,0,0
Asia,1986,2968294733,0,191.309,0.064,5492.772,226.169,4.294,1.85,0.471,0.27,2778.087,0.936,0,0,0,2830.204,105445.406,283599.406,56341.645,3293.264,4848.297,222238.609,37261.301,870.698,7030.024,0,56.395,0.019,450.314,0.152,0,0,3829.32,1.29,0,0,0,0,1966.625,0.663,0.017,50.04,20867.184,43.445,26.629,36.183,33.327,27.421,14.653,22.086,13.997,44.399,7.472,39.058,15.986,63.237,33.239,14.786,74.84,22.931,83.891,0,0,0,0
Asia,1987,3028624604,0,204.541,0.068,5732.141,239.369,4.358,1.893,0.464,0.266,2938.284,0.97,0,0,0,3034.745,111177.547,292786.656,59279.926,3348.657,5340.147,225700.312,39239.453,934.615,7283.253,0,55.393,0.018,491.851,0.162,0,0,3461.71,1.143,0,0,0,0,1978.156,0.653,0.021,63.917,22058.24,44.544,26.944,34.818,34.097,28.15,15.006,22.343,14.418,44.175,7.832,39.313,16.232,64.399,33.982,14.881,67.706,22.857,85.903,0,0,0,0
Asia,1988,3089224548,0,222.634,0.072,6194.507,462.367,8.066,2.005,0.473,0.268,3163.848,1.024,0,0,0,3257.38,117372.055,302313.969,62443.773,3408.298,5865.942,229038.656,41384.25,1012.409,7637.859,0,59.641,0.019,525.795,0.17,0,0,3338.344,1.081,0,0,0,0,2144.795,0.694,0.025,77.794,23595.061,46.036,28.02,35.07,35.506,28.918,15.383,22.601,14.865,43.888,8.186,39.546,16.507,65.721,32.15,15.17,65.994,23.904,87.249,0,0,0,0
Asia,1989,3149702853,0,230.653,0.073,6410.467,215.96,3.486,2.035,0.471,0.265,3216.611,1.021,0,0,0,3488.033,123782.523,311812.594,65660.383,3465.562,6433.369,232135.609,43647.496,1087.676,7850.13,0,57.263,0.018,567.427,0.18,0,0,3096.959,0.983,0,0,0,0,2263.246,0.719,0.024,75.267,24725.578,46.738,28.605,34.82,36.103,29.666,15.76,22.845,15.306,43.776,8.544,39.747,16.798,66.845,38.003,15.589,63.608,24.789,86.803,0,0,0,0
Asia,1990,3210563750,0,237.589,0.074,6611.225,200.757,3.132,2.059,0.464,0.262,3252.217,1.013,6555.929,2.042,0.46,3725.622,130393.742,321216.219,68912.602,3545.374,7080.962,234937.656,45955.383,1173.805,8005.453,0,79.812,0.025,647.593,0.202,2.927,3.015,2802.044,0.873,2672.5,0.832,777.41,0.242,2307.884,0.719,0.027,86.129,25702.018,48.109,29.051,34.028,37.431,30.409,16.134,23.067,15.745,43.318,8.949,39.894,17.078,63.388,29.796,16.895,57.451,24.952,38.346,9678.54,9398.431,-55.296,-0.836
Asia,1991,3269054085,0,261.622,0.08,7414.699,803.474,12.153,2.268,0.502,0.282,3368.297,1.03,6723.021,2.057,0.455,3987.244,137808.438,330889.312,72280.898,3644.52,7779.557,237203.547,48852.668,1263.554,8169.669,0,99.146,0.03,698.596,0.214,2.962,3.048,2265.891,0.693,2680.96,0.82,789.8,0.242,2897.288,0.886,0.027,89.749,26707.09,51.526,31.898,34.544,39.148,31.25,16.575,23.294,16.197,43.041,9.369,39.956,17.522,61.079,35.038,17.868,47.631,29.797,41.369,9963.21,9683.03,-691.678,-9.328
Asia,1992,3324377494,0,293.244,0.088,7256.959,-157.74,-2.127,2.183,0.47,0.261,3428.207,1.031,7248.036,2.18,0.47,4280.487,145065.406,340549.938,75709.102,3713.333,8525.59,239614.875,51475.34,1361.548,8394.929,0,68.813,0.021,746.032,0.224,2.997,3.081,2411.315,0.725,2693.71,0.81,809.19,0.243,2622.671,0.789,0.029,97.993,27907.912,55.44,32.139,35.167,40.817,32.212,16.987,23.519,16.651,42.594,9.8,40.032,17.871,59.559,27.472,18.848,49.304,28.427,45.089,10243.729,9963.57,-8.924,-0.123
Asia,1993,3378235529,0,324.774,0.096,7589.25,332.29,4.579,2.247,0.467,0.261,3560.168,1.054,7485.799,2.216,0.461,4605.262,152654.656,350372.156,79269.273,3779.303,9329.989,241856.312,54202.301,1468.523,8605.376,0,65.971,0.02,804.401,0.238,3.055,3.138,2241.452,0.663,2740.02,0.811,807.17,0.239,2726.961,0.807,0.032,106.975,29070.986,58.888,33.267,35.473,41.88,33.275,17.41,23.743,17.114,42.17,10.246,40.08,18.233,58.68,27.031,19.778,45.965,29.536,49.399,10601.8,10321.61,-103.451,-1.363
Asia,1994,3431170953,0,356.125,0.104,7920.648,331.399,4.367,2.308,0.466,0.259,3717.167,1.083,7637.147,2.226,0.449,4961.387,160575.312,360791.969,82986.445,3848.82,10185.347,244363.734,57014.473,1578.835,8910.284,0,69.516,0.02,855.357,0.249,3.113,3.195,2507.422,0.731,2770.17,0.807,834.15,0.243,2812.171,0.82,0.032,110.312,30572.709,60.518,34.483,36.864,43.483,34.387,17.846,23.99,17.592,41.789,10.703,40.143,18.6,58.062,28.025,20.852,47.347,30.35,50.925,10961.609,10681.32,-283.501,-3.579
Asia,1995,3483316665,0,385.61,0.111,8241.792,321.144,4.055,2.366,0.457,0.258,3933.509,1.129,7993.496,2.295,0.443,5346.997,168817.094,371341.688,86919.953,3911.782,11049.05,246678.5,59897.062,1692.252,9160.774,0,62.962,0.018,863.703,0.248,3.242,3.323,2314.769,0.665,2839.47,0.815,889.3,0.255,2882.589,0.828,0.033,113.417,31909.877,61.951,35.133,36.699,44.73,35.527,18.285,24.228,18.089,41.373,11.119,40.174,18.961,57.506,25.706,20.516,43.772,30.784,50.737,11575.24,11293.061,-248.296,-3.013
Asia,1996,3534544077,0,402.647,0.114,8573.008,331.215,4.019,2.425,0.448,0.257,4096.282,1.159,8238.948,2.331,0.431,5749.644,177390.094,382356.219,91016.234,3976.371,11955.29,249125.906,62885.16,1807.406,9424.527,0,64.589,0.018,906.24,0.256,3.255,3.275,2447.406,0.692,2825.23,0.799,920.7,0.26,2988.095,0.845,0.033,115.153,33311.406,63.378,35.485,37.408,45.435,36.655,18.724,24.477,18.593,40.984,11.521,40.227,19.317,57.112,26.131,20.615,46.308,30.987,51.894,11577.28,11505.58,-334.06,-3.897
Asia,1997,3585198287,0,420.511,0.117,8687.989,114.982,1.341,2.423,0.439,0.253,4098.437,1.143,8245.477,2.3,0.417,6170.154,186078.078,395157.312,95114.664,4044.291,12913.16,253243.766,65911.156,1924.661,9560.68,0,67.92,0.019,957.87,0.267,3.261,3.546,4117.86,1.149,3057.09,0.853,916.62,0.256,3025.998,0.844,0.033,117.255,34276.934,63.595,35.749,40.758,45.703,37.744,19.15,24.797,19.08,40.634,11.936,40.428,19.656,56.802,27.082,21.708,57.958,30.919,52.421,12712.93,11693.12,-442.513,-5.093
Asia,1998,3635442850,0,411.68,0.113,8419.528,-268.461,-3.09,2.316,0.424,0.245,3910.883,1.076,7792.209,2.143,0.393,6581.834,194497.625,406031.094,99025.555,4110.649,13871.571,255704.109,68868.586,2039.424,9444.719,0,66.359,0.018,958.411,0.264,3.235,3.315,2460.339,0.677,2913.58,0.801,934.32,0.257,2957.433,0.814,0.032,114.763,34335.734,62.507,34.772,36.612,44.819,38.703,19.53,25.014,19.523,40.327,12.312,40.466,19.95,56.512,27.62,21.372,44.842,29.923,52.054,12049.94,11758.85,-627.319,-7.451
Asia,1999,3685232690,0,440.303,0.119,8880.381,460.852,5.474,2.41,0.433,0.25,4107.223,1.115,8291.999,2.25,0.404,7022.138,203378,417315.656,103132.773,4175.817,14911.865,258114.844,71983.336,2152.074,9620.405,0,65.167,0.018,1040.293,0.282,3.244,3.278,2410.729,0.654,2900.54,0.787,942.79,0.256,3114.745,0.845,0.031,112.649,35453.434,63.719,35.906,37.34,46.382,39.68,19.926,25.239,19.984,40.052,12.714,40.496,20.258,56.219,27.999,22.508,43.919,30.801,51.388,12079.91,11956.229,-588.382,-6.626
Asia,2000,3735089775,0,464.483,0.124,9300.388,420.007,4.73,2.49,0.429,0.252,4273.769,1.144,8645.265,2.315,0.399,7486.621,212678.391,428871.094,107406.539,4242.598,15985.071,260383,75294.734,2262.818,9864.904,0,66.781,0.018,1073.207,0.287,3.328,3.339,2268.163,0.607,2923.09,0.783,939.51,0.252,3311.404,0.887,0.03,110.744,36846.305,64.339,36.539,37.801,46.438,40.647,20.331,25.467,20.447,39.632,13.1,40.527,20.593,55.951,23.942,22.683,44.335,32.143,51.207,12472.641,12431.36,-655.123,-7.044
Asia,2001,3785215058,0,498.792,0.132,9465.591,165.203,1.776,2.501,0.421,0.248,4356.85,1.151,8736.339,2.308,0.389,7985.412,222143.969,440254.062,111763.391,4314.53,17093.797,262310.562,78615.172,2371.668,10069.361,0,71.932,0.019,1108.725,0.293,3.358,3.361,1927.557,0.509,2900.88,0.766,943.02,0.249,3320.441,0.877,0.029,108.85,38114.699,66.124,36.877,37.435,47.074,41.649,20.727,25.679,20.908,39.273,13.482,40.528,20.907,55.707,25.587,23.226,40.674,31.956,51.085,12721.66,12709.31,-729.252,-7.704
Asia,2002,3834687401,0,536.806,0.14,10011.79,546.2,5.77,2.611,0.424,0.25,4807.693,1.254,9198.774,2.399,0.39,8522.219,232155.781,452792.125,116571.086,4379.451,18265.311,264838.938,81935.422,2482.276,10435.134,0,64.921,0.017,1171.515,0.306,3.439,3.571,2528.38,0.659,3007.69,0.784,971.28,0.253,3320.248,0.866,0.029,110.608,40015.477,67.433,38.095,39.856,49.672,42.677,21.143,25.935,21.42,38.809,13.869,40.594,21.205,55.493,21.745,23.88,48.837,31.969,51.266,13692.37,13188.01,-813.016,-8.121
Asia,2003,3883310793,0,588.314,0.151,10993.457,981.667,9.805,2.831,0.441,0.255,5510.933,1.419,9974.758,2.569,0.4,9110.532,243149.219,466360.094,122082.016,4450.913,19531.414,267415.5,85377.828,2596.523,11110.55,0,71.462,0.018,1266.102,0.326,3.62,3.661,2576.562,0.663,2991.33,0.77,994.55,0.256,3442.4,0.886,0.029,114.246,43145.719,69.03,39.757,40.739,52.393,43.756,21.6,26.212,22.007,38.423,14.279,40.636,21.501,55.322,23.87,24.916,45.58,32.233,51.84,14216.14,14055.96,-1018.7,-9.266
Asia,2004,3931402529,0,633.244,0.161,11682.397,688.94,6.267,2.972,0.437,0.247,5837.408,1.485,10555.306,2.685,0.395,9743.775,254831.625,480341.375,127919.43,4531.19,20902.15,269716.75,89018.5,2716.585,12028.616,0,80.277,0.02,1370.735,0.349,3.855,3.991,2301.249,0.585,3171.29,0.807,1040.39,0.265,3640.671,0.926,0.031,120.062,47289.332,69.544,40.795,41.123,53.694,44.836,22.076,26.491,22.616,38.052,14.716,40.655,21.811,55.164,24.792,26.074,42.916,32.97,51.964,15691.92,15157.36,-1127.091,-9.648
Asia,2005,3979329053,0,675.255,0.17,12525.343,842.946,7.216,3.148,0.438,0.246,6525.003,1.64,11173.949,2.808,0.391,10419.031,267356.969,494592.719,134444.438,4621.362,22352.48,271445.156,92673.344,2846.324,12765.623,0,90.172,0.023,1450.33,0.364,4.061,4.123,1728.419,0.434,3174.99,0.798,1055.31,0.265,3654.843,0.918,0.033,129.739,50798.613,70.025,42.294,41.511,56.526,45.906,22.582,26.77,23.295,37.717,15.163,40.626,22.104,55.093,26.13,26.954,36.645,32.81,53.655,16404.82,16159.63,-1351.393,-10.789
Asia,2006,4027291741,0,745.681,0.185,13367.104,841.761,6.72,3.319,0.435,0.249,7115.816,1.767,11845.757,2.941,0.385,11164.713,280724.062,510341.781,141560.25,4721.958,23925.01,273829.5,96368.883,2983.256,13338.866,0,100.596,0.025,1572.531,0.39,4.261,4.417,2384.348,0.592,3349.09,0.832,1088.44,0.27,3695.546,0.918,0.034,136.932,53719.504,70.905,43.693,44.157,58.38,47.013,23.114,27.1,24.02,37.477,15.645,40.675,22.385,55.052,29.002,28.556,46.998,32.86,54.206,17789.439,17158.869,-1521.347,-11.381
Asia,2007,4074998014,0,809.072,0.199,14076.977,709.873,5.311,3.454,0.427,0.246,7667.769,1.882,12578.493,3.087,0.382,11973.784,294801.031,526287.875,149228.016,4815.748,25574.672,275700.75,100082.492,3126.335,13996.903,0,93.789,0.023,1649.663,0.405,4.457,4.478,1871.241,0.459,3287.21,0.807,1110.74,0.273,3713.606,0.911,0.035,143.079,57037.352,71.638,44.679,44.364,60.015,48.131,23.659,27.423,24.784,37.148,16.123,40.684,22.654,55.058,25.767,28.971,42.174,32.911,55.189,18249.189,18162.83,-1498.483,-10.645
Asia,2008,4122790915,0,835.241,0.203,14820.116,743.14,5.279,3.595,0.432,0.251,8175.789,1.983,13291.325,3.224,0.388,12809.025,309621.156,543266.562,157403.812,4913.471,27348.025,277861.312,103873.609,3273.227,14293.552,0,97.724,0.024,1773.353,0.43,4.533,4.547,2160.551,0.524,3333.63,0.809,1122.72,0.272,3791.119,0.92,0.036,146.891,58929.324,73.027,46.189,46.227,61.972,49.226,24.224,27.776,25.581,36.839,16.627,40.724,22.928,55.125,26.124,30.24,46.533,33.695,56.581,18745.73,18690.41,-1528.791,-10.316
Asia,2009,4171339685,0,903.758,0.217,15368.629,548.513,3.701,3.684,0.433,0.255,8545.598,2.049,13937.541,3.341,0.392,13712.783,324989.781,560897.375,165949.406,5025.901,29190.734,280126.281,107688.492,3422.484,14446.025,0,112.43,0.027,1842.708,0.442,4.644,4.756,2264.975,0.543,3450.79,0.827,1165.99,0.28,3814.878,0.915,0.036,149.257,60259.277,76.868,48.69,48.175,65.652,50.42,24.814,28.151,26.411,36.639,17.147,40.755,23.206,55.367,29.634,32.036,44.996,34.69,61.279,19838.941,19370.391,-1431.088,-9.312
Asia,2010,4220041467,0,975.722,0.231,16536.73,1168.1,7.601,3.919,0.429,0.257,9245.113,2.191,14947.891,3.542,0.388,14688.506,341526.5,578988.062,175194.516,5137.222,31212.156,281682.438,111731.547,3562.577,15216.972,0,111.32,0.026,2021.423,0.479,4.898,4.918,1556.174,0.369,3445.44,0.816,1187.82,0.281,4043.058,0.958,0.033,140.093,64216.25,77.754,49.564,47.355,66.384,51.626,25.429,28.512,27.278,36.437,17.691,40.695,23.502,55.428,29.168,32.628,32.168,35.591,56.955,20755.109,20669.309,-1588.839,-9.608
Asia,2011,4268479060,0,1063.676,0.249,17752.203,1215.474,7.35,4.159,0.435,0.263,10127.802,2.373,16173.784,3.789,0.397,15752.181,359278.719,598486.75,185322.328,5243.27,33413.148,283431.375,115818.633,3729.181,15836.448,0,106.048,0.025,2200.99,0.516,5.148,5.151,1748.901,0.41,3579.33,0.839,1200.44,0.281,4087.085,0.958,0.039,166.603,67597.547,78.802,51.475,49.425,68.723,52.857,26.081,28.911,28.208,36.238,18.279,40.656,23.792,55.641,28.64,34.569,35.231,35.889,60.623,21985.352,21975.061,-1578.419,-8.891
Asia,2012,4317165429,0,1090.337,0.253,18466.895,714.691,4.026,4.278,0.434,0.264,10493.496,2.431,17019.531,3.942,0.4,16842.518,377745.594,618673.688,195815.812,5354.664,35692.121,285153.812,120142.656,3897.851,16220.495,0,111.395,0.026,2278.974,0.528,5.239,5.247,1722.446,0.399,3594.37,0.833,1223.92,0.284,4324.024,1.002,0.039,168.67,70026.562,78.749,52.753,50.679,70.319,54.007,26.742,29.322,29.143,36.06,18.855,40.622,24.109,55.855,29.287,35.058,35.684,37.464,61.049,22650.52,22616.65,-1447.363,-7.838
Asia,2013,4365286895,0,1147.297,0.263,18720.994,254.099,1.376,4.289,0.419,0.26,10605.136,2.429,17239.148,3.949,0.386,17989.816,396466.625,639021.312,206420.953,5467.258,38004.48,286782.688,124499.547,4084.563,16460.205,0,112.594,0.026,2312.359,0.53,5.334,5.335,1628.868,0.373,3628.94,0.831,1242.7,0.285,4356.896,0.998,0.043,186.712,71853.516,79.448,53.005,50.936,70.586,55.132,27.383,29.723,30.05,35.881,19.406,40.587,24.414,56.164,29.054,35.344,35.195,37.474,63.481,23287.24,23284.09,-1481.845,-7.915
Asia,2014,4412496398,0,1192.221,0.27,19068.562,347.57,1.857,4.321,0.408,0.258,10745.088,2.435,17569.045,3.982,0.376,19182.037,415535.156,660556.375,217166.031,5582.992,40503.984,289252,128820.109,4280.019,16760.291,0,115.734,0.026,2499.506,0.566,5.357,5.438,2469.353,0.56,3749.87,0.85,1267.38,0.287,4320.56,0.979,0.044,195.456,73954.727,79.486,53.597,53.179,71.389,56.203,28.011,30.157,30.936,35.731,20.002,40.653,24.695,56.483,29.836,37.561,50.214,36.995,64.111,23992.98,23637.619,-1499.519,-7.864
Asia,2015,4458250376,0,1137.236,0.255,19206.867,138.303,0.725,4.308,0.396,0.255,10672.142,2.394,17861.305,4.006,0.369,20319.273,434742.031,682843.875,227838.188,5700.547,43082.918,292336.031,133325.266,4475.863,16917.463,0,117.555,0.026,2578.933,0.578,5.307,5.394,3084.025,0.692,3775.48,0.847,1290.91,0.29,4505.157,1.011,0.044,195.844,75422.281,78.732,54.015,54.434,72.55,57.117,28.62,30.602,31.79,35.61,20.586,40.778,24.987,56.799,30.651,37.992,57.263,37.764,64.684,24046.99,23660.949,-1345.563,-7.006
Asia,2016,4502955714,0,1182.519,0.263,19303.904,97.038,0.505,4.287,0.385,0.25,10544.242,2.342,17909.85,3.977,0.357,21501.793,454045.969,704332.438,238382.422,5824.003,45763.289,294523.875,137901.109,4673.337,17142.051,0,123.456,0.027,2680.369,0.595,5.306,5.324,2187.811,0.486,3677.46,0.817,1300.08,0.289,4575.845,1.016,0.044,197.474,77189.898,79.491,54.34,53.651,73.425,58.016,29.208,31.009,32.608,35.541,21.161,40.825,25.275,57.129,32.627,38.436,48.319,38.056,65.802,23972.568,23894.01,-1394.055,-7.222
Asia,2017,4547095064,0,1201.785,0.264,19839.646,535.74,2.775,4.363,0.382,0.249,10794.347,2.374,18390.08,4.044,0.354,22703.576,473885.594,726290.688,249176.766,5951.21,48568.512,296645.844,142612.531,4872.998,17516.273,0,127.207,0.028,2805.225,0.617,5.395,5.403,2122.006,0.467,3716.51,0.817,1319.94,0.29,4711.42,1.036,0.044,199.66,79648.156,79.698,54.962,54.313,74.408,58.863,29.792,31.416,33.421,35.469,21.74,40.874,25.565,57.447,32.452,39.262,48.985,38.484,66.048,24566.141,24532.93,-1449.566,-7.306
Asia,2018,4588802751,0,1260.604,0.275,20437.713,598.067,3.015,4.454,0.38,0.248,11148.442,2.429,19077.648,4.157,0.355,23964.18,494323.312,748863,260325.219,6072.898,51525.93,298783.531,147361.188,5073.907,17989.693,0,121.688,0.027,2957.418,0.644,5.5,5.547,2137.688,0.466,3817.08,0.832,1322.39,0.288,4748.653,1.035,0.044,200.909,82551.156,80.333,55.497,55.044,75.599,59.703,30.374,31.828,34.239,35.326,22.312,40.933,25.848,57.756,29.528,39.276,51.124,38.714,66.421,25456.09,25238.279,-1360.064,-6.655
Asia,2019,4627738749,0,1306.443,0.282,20894.498,456.786,2.235,4.515,0,0.247,11458.775,2.476,19520.541,4.218,0,25270.625,515217.812,772247.125,271784,6186.035,54544.082,301276.312,152153.125,5279.958,18281.402,0,113.137,0.024,3018.15,0.652,5.534,5.629,2492.729,0.539,3877.76,0.838,1337.94,0.289,4791.942,1.035,0.045,206.051,84601.555,80.769,56.346,56.158,77.813,60.519,30.953,32.251,35.067,35.088,22.862,41.018,26.123,58.074,25.757,39.466,54.698,38.815,67.197,26048.539,25608.99,-1373.958,-6.576
Asia,2020,4663086623,0,1330.143,0.285,20689.746,-204.753,-0.98,4.437,0,0.253,11351.919,2.434,19240.953,4.126,0,26600.768,535907.562,795021.438,283135.906,6302.232,57596.402,303364.156,156791.891,5480.354,17911.297,0,116.197,0.025,3052.322,0.655,0,0,2087.857,0.448,0,0,0,0,4638.769,0.995,0.043,200.396,83521.93,81.228,58.671,57.918,80.087,61.3,31.528,32.666,35.876,34.939,23.4,41.076,26.412,58.376,28.509,40.394,51.453,41.448,67.633,0,0,-1448.792,-7.002
Asia,2021,4693332132,0,1358.534,0.289,21688.988,999.242,4.83,4.621,0,0.25,11959.011,2.548,0,0,0,27959.301,557596.562,818805.375,295094.906,6423.851,60839.258,305462.562,161598.469,5680.75,18849.434,0,121.619,0.026,3242.854,0.691,0,0,2098.446,0.447,0,0,0,0,4806.574,1.024,0.043,200.396,88466.648,81.223,58.423,57.921,79.835,62.04,32.102,33.085,36.695,34.81,23.947,41.14,26.689,58.66,29.198,40.936,53.273,40.606,67.668,0,0,0,0
Australia,1750,249999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,1753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
